"","Term","Overlap","P.value","Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"181","L-methionine salvage (GO:0071267)","1/7",0.0344842492004147,0.171699443715261,33.4915824915825,112.774618360503,"ADI1"
"182","positive regulation of potassium ion import across plasma membrane (GO:1903288)","1/7",0.0344842492004147,0.171699443715261,33.4915824915825,112.774618360503,"ATP1B3"
"183","thyroid hormone transport (GO:0070327)","1/7",0.0344842492004147,0.171699443715261,33.4915824915825,112.774618360503,"SLC7A8"
"184","receptor-mediated endocytosis (GO:0006898)","3/143",0.0350136640194194,0.171699443715261,4.36524300441826,14.6323682934029,"CD81;ACKR3;CD36"
"185","nitrogen compound transport (GO:0071705)","3/143",0.0350136640194194,0.171699443715261,4.36524300441826,14.6323682934029,"SLC7A8;ARRDC3;TXNIP"
"186","positive regulation of DNA-binding transcription factor activity (GO:0051091)","4/246",0.0350399519708803,0.171699443715261,3.38464187327824,11.3428365304725,"CD36;CLU;S100A8;HSPA1A"
"187","positive regulation of cellular process (GO:0048522)","7/625",0.0372375190772294,0.171699443715261,2.34843581445523,7.72738349802453,"EPHA4;CD81;AKR1C3;AKR1C2;CD36;SLC25A5;S100A8"
"188","negative regulation of response to stimulus (GO:0048585)","2/61",0.0374213004237331,0.171699443715261,6.86302317537184,22.5485670061795,"SPINK5;CLU"
"189","pattern recognition receptor signaling pathway (GO:0002221)","2/61",0.0374213004237331,0.171699443715261,6.86302317537184,22.5485670061795,"CD36;S100A8"
"190","regulation of cell population proliferation (GO:0042127)","8/764",0.0375698171512946,0.171699443715261,2.20197837589142,7.2259115777216,"JUN;CD81;AKR1C3;AKR1C2;SGK1;SLC25A5;CLU;HSPA1A"
"191","positive regulation of interleukin-1 production (GO:0032732)","2/62",0.0385451967593686,0.171699443715261,6.74829931972789,21.9719482594704,"HSPB1;CD36"
"192","protein localization to presynapse (GO:1905383)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"HSPB1"
"193","negative regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000562)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"LGALS7"
"194","anterograde axonal protein transport (GO:0099641)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"HSPB1"
"195","axo-dendritic protein transport (GO:0099640)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"HSPB1"
"196","regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"HLA-DRA"
"197","negative regulation of long-term synaptic potentiation (GO:1900272)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"EPHA4"
"198","negative regulation of neuron projection regeneration (GO:0070571)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"EPHA4"
"199","regulation of pattern recognition receptor signaling pathway (GO:0062207)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"CD36"
"200","regulation of potassium ion import (GO:1903286)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"ATP1B3"
"201","positive regulation of adaptive immune response (GO:0002821)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"CD81"
"202","positive regulation of aspartic-type peptidase activity (GO:1905247)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"EPHA4"
"203","positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"HLA-DRA"
"204","positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"HSPB1"
"205","positive regulation of epithelial cell proliferation involved in wound healing (GO:0060054)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"MMP12"
"206","hair cell differentiation (GO:0035315)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"SPINK5"
"207","response to hydroperoxide (GO:0033194)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"GPX3"
"208","histone H3-K4 demethylation (GO:0034720)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"KDM5B"
"209","immunological synapse formation (GO:0001771)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"CD81"
"210","leukocyte aggregation (GO:0070486)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"S100A8"
"211","lipid import into cell (GO:0140354)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"CD36"
"212","positive regulation of T-helper 2 cell cytokine production (GO:2000553)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"CD81"
"213","methionine metabolic process (GO:0006555)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"ADI1"
"214","vitamin K metabolic process (GO:0042373)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"CBR1"
"215","wound healing, spreading of epidermal cells (GO:0035313)","1/8",0.0393135041520565,0.171699443715261,28.7056277056277,92.8967850071638,"MMP12"
"216","positive regulation of macromolecule metabolic process (GO:0010604)","5/384",0.0436251222705639,0.176287643360422,2.71087348979308,8.49078675602783,"PIP;CD36;CLU;LGALS7;HSPA1A"
"217","regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902959)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"EPHA4"
"218","regulation of epidermis development (GO:0045682)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"KRT10"
"219","peptidyl-cysteine modification (GO:0018198)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"S100A8"
"220","plasminogen activation (GO:0031639)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"PLAT"
"221","positive regulation of autophagy of mitochondrion (GO:1903599)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"SLC25A5"
"222","regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000095)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"RSPO3"
"223","response to misfolded protein (GO:0051788)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"CLU"
"224","response to vitamin (GO:0033273)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"AQP3"
"225","response to vitamin D (GO:0033280)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"AQP3"
"226","hormone transport (GO:0009914)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"SLC7A8"
"227","inositol metabolic process (GO:0006020)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"IMPA2"
"228","positive regulation of memory T cell differentiation (GO:0043382)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"HLA-DRA"
"229","intestinal cholesterol absorption (GO:0030299)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"CD36"
"230","ketone biosynthetic process (GO:0042181)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"AKR1C3"
"231","kinetochore assembly (GO:0051382)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"CENPW"
"232","positive regulation of NLRP3 inflammasome complex assembly (GO:1900227)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"CD36"
"233","lipoprotein metabolic process (GO:0042157)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"CTSD"
"234","mitochondrial respirasome assembly (GO:0097250)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"RAB5IF"
"235","positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265)","1/9",0.0441188457824273,0.176287643360422,25.1161616161616,78.3842312444799,"HSPA1A"
"236","anion transmembrane transport (GO:0098656)","2/67",0.0443537761760119,0.176475406056251,6.2276295133438,19.4025373950964,"SLC7A8;SLC25A5"
"237","negative regulation of cellular catabolic process (GO:0031330)","2/69",0.0467626402187707,0.176605643392995,6.04112092598233,18.5019639390654,"DAPL1;TIMP3"
"238","wound healing (GO:0042060)","2/70",0.0479847867745848,0.176605643392995,5.95198079231693,18.0753994112781,"MMP12;SPRR3"
"239","negative regulation of cellular protein catabolic process (GO:1903363)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"EPHA4"
"240","negative regulation of inclusion body assembly (GO:0090084)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"HSPA1A"
"241","negative regulation of lymphocyte apoptotic process (GO:0070229)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"PIP"
"242","cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CD36"
"243","chloride ion homeostasis (GO:0055064)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CA12"
"244","neuron projection fasciculation (GO:0106030)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"EPHA4"
"245","complement activation, lectin pathway (GO:0001867)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"KRT1"
"246","regulation of macrophage migration (GO:1905521)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CD81"
"247","regulation of memory T cell differentiation (GO:0043380)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"HLA-DRA"
"248","regulation of microtubule nucleation (GO:0010968)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"HSPA1A"
"249","endodermal cell fate commitment (GO:0001711)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"SOX2"
"250","endothelial tube morphogenesis (GO:0061154)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"RHOB"
"251","regulation of tau-protein kinase activity (GO:1902947)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CLU"
"252","positive regulation of epidermis development (GO:0045684)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"KRT10"
"253","glycine transport (GO:0015816)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"SLC7A8"
"254","immunoglobulin mediated immune response (GO:0016064)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CD81"
"255","lipoprotein transport (GO:0042953)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CD36"
"256","long-chain fatty acid import into cell (GO:0044539)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CD36"
"257","monovalent inorganic anion homeostasis (GO:0055083)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CA12"
"258","muscle cell migration (GO:0014812)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"PLAT"
"259","myelin maintenance (GO:0043217)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"CLU"
"260","negative regulation of alpha-beta T cell proliferation (GO:0046642)","1/10",0.0489003911418305,0.176605643392995,22.324354657688,67.3742300304506,"LGALS7"
"261","protein tetramerization (GO:0051262)","2/71",0.0492185490137595,0.177073630359847,5.86542443064182,17.6636360143545,"KRT1;KRT10"
"262","negative regulation of epithelial cell proliferation (GO:0050680)","2/72",0.0504637828415357,0.180860656825198,5.78134110787172,17.265971584774,"SOX2;KRT4"
"263","regulation of inclusion body assembly (GO:0090083)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"HSPA1A"
"264","central nervous system myelination (GO:0022010)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"CLU"
"265","phosphorylated carbohydrate dephosphorylation (GO:0046838)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"IMPA2"
"266","regulation of T cell apoptotic process (GO:0070232)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"PIP"
"267","regulation of T-helper 2 cell cytokine production (GO:2000551)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"CD81"
"268","response to corticosteroid (GO:0031960)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"AKR1C3"
"269","humoral immune response mediated by circulating immunoglobulin (GO:0002455)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"CD81"
"270","inositol phosphate dephosphorylation (GO:0046855)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"IMPA2"
"271","intestinal lipid absorption (GO:0098856)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"CD36"
"272","positive regulation of non-canonical Wnt signaling pathway (GO:2000052)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"RSPO3"
"273","positive regulation of phospholipid transport (GO:2001140)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"DBI"
"274","lipoprotein catabolic process (GO:0042159)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"CTSD"
"275","lipoprotein localization (GO:0044872)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"CD36"
"276","synaptic transmission, GABAergic (GO:0051932)","1/11",0.0536582567508638,0.182554721337178,20.0909090909091,58.7683184218827,"GABRE"
"277","positive regulation of immune response (GO:0050778)","2/75",0.0542668897312266,0.183958878908382,5.54291305563321,16.1511673406941,"CD81;HLA-DRA"
"278","positive regulation of programmed cell death (GO:0043068)","4/286",0.0553877265603815,0.186980785988915,2.89864066193853,8.38691892580112,"JUN;CLU;CTSD;RHOB"
"279","cellular response to hormone stimulus (GO:0032870)","2/76",0.0555565913641186,0.186980785988915,5.46773303916161,15.8036792136142,"AKR1C3;AKR1C2"
"280","positive regulation of tumor necrosis factor production (GO:0032760)","2/77",0.0568570608364097,0.187135196268581,5.39455782312925,15.4673563823572,"HSPB1;CLU"
"281","negative regulation of cell division (GO:0051782)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"TXNIP"
"282","ATP transport (GO:0015867)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"SLC25A5"
"283","regulation of astrocyte differentiation (GO:0048710)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"EPHA4"
"284","regulation of axon regeneration (GO:0048679)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"EPHA4"
"285","axonal fasciculation (GO:0007413)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"EPHA4"
"286","regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"HLA-DRA"
"287","regulation of hemopoiesis (GO:1903706)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"MAFB"
"288","polyol transport (GO:0015791)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"AQP3"
"289","inositol phosphate catabolic process (GO:0071545)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"IMPA2"
"290","sensory perception of taste (GO:0050909)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"CD36"
"291","macrophage chemotaxis (GO:0048246)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"CXCL17"
"292","positive regulation of sodium ion transmembrane transport (GO:1902307)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"ATP1B3"
"293","negative regulation of amyloid fibril formation (GO:1905907)","1/12",0.0583925585800791,0.187135196268581,18.2635445362718,51.8788186041542,"CLU"
"294","positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","2/79",0.0594897545967717,0.189358913784301,5.25390935595017,14.8262756693766,"CLU;HSPA1A"
"295","positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)","2/79",0.0594897545967717,0.189358913784301,5.25390935595017,14.8262756693766,"CLU;HSPA1A"
"296","regulation of immune response (GO:0050776)","3/179",0.0607660548477866,0.191142270821945,3.46602624179944,9.70738272180216,"CD81;SPINK5;HLA-DRA"
"297","negative regulation of cellular component organization (GO:0051129)","2/80",0.0608217071927091,0.191142270821945,5.18628990057561,14.520618689889,"CLU;HSPA1A"
"298","positive regulation of cellular amide metabolic process (GO:0034250)","2/81",0.0621638842786596,0.191142270821945,5.12038233014725,14.2243252686936,"EPHA4;CLU"
"299","positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)","2/81",0.0621638842786596,0.191142270821945,5.12038233014725,14.2243252686936,"HSPB1;CLU"
"300","negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"LGALS7"
"301","cellular potassium ion homeostasis (GO:0030007)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"ATP1B3"
"302","central nervous system neuron axonogenesis (GO:0021955)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"EPHB6"
"303","regulation of protein exit from endoplasmic reticulum (GO:0070861)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"CD81"
"304","positive regulation of lipid transport (GO:0032370)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"DBI"
"305","kinetochore organization (GO:0051383)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"CENPW"
"306","sodium ion export across plasma membrane (GO:0036376)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"ATP1B3"
"307","positive regulation of protein exit from endoplasmic reticulum (GO:0070863)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"CD81"
"308","positive regulation of reactive oxygen species biosynthetic process (GO:1903428)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"CD36"
"309","positive regulation of transporter activity (GO:0032411)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"SGK1"
"310","negative regulation by host of viral transcription (GO:0043922)","1/13",0.0631034120924419,0.191142270821945,16.7407407407407,46.2543391597171,"JUN"
"311","ephrin receptor signaling pathway (GO:0048013)","2/82",0.0635161526621472,0.191773849999216,5.05612244897959,13.9370045076699,"EPHB6;EPHA4"
"312","regulation of interleukin-1 beta production (GO:0032651)","2/83",0.0648783802345316,0.195258971282773,4.99344923154447,13.6582862458477,"HSPB1;CD36"
"313","protein localization to vacuole (GO:0072665)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CD81"
"314","antigen processing and presentation of endogenous peptide antigen (GO:0002483)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"HLA-DRA"
"315","carbohydrate transport (GO:0008643)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"AQP3"
"316","ceramide transport (GO:0035627)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"GLTP"
"317","cGMP-mediated signaling (GO:0019934)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CD36"
"318","regulation of response to endoplasmic reticulum stress (GO:1905897)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CLU"
"319","regulation of retinoic acid receptor signaling pathway (GO:0048385)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"AKR1C3"
"320","retinal metabolic process (GO:0042574)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"AKR1C3"
"321","positive regulation of macrophage chemotaxis (GO:0010759)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CXCL17"
"322","intestinal absorption (GO:0050892)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CD36"
"323","positive regulation of potassium ion transmembrane transporter activity (GO:1901018)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"ATP1B3"
"324","positive regulation of regulatory T cell differentiation (GO:0045591)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"HLA-DRA"
"325","positive regulation of T cell receptor signaling pathway (GO:0050862)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CD81"
"326","positive regulation of type 2 immune response (GO:0002830)","1/14",0.0677909321684321,0.195262838362447,15.4522144522145,41.5869594433684,"CD81"
"327","regulation of neuron death (GO:1901214)","2/86",0.0690235124413976,0.197000237636694,4.81438289601555,12.8703286595916,"FOS;CLU"
"328","positive regulation of endothelial cell migration (GO:0010595)","2/86",0.0690235124413976,0.197000237636694,4.81438289601555,12.8703286595916,"HSPB1;RHOB"
"329","positive regulation of proteasomal protein catabolic process (GO:1901800)","2/86",0.0690235124413976,0.197000237636694,4.81438289601555,12.8703286595916,"CLU;HSPA1A"
"330","positive regulation of apoptotic process (GO:0043065)","4/310",0.0700974643040829,0.198801010237588,2.66802832244009,7.09126885726509,"JUN;CLU;CTSD;RHOB"
"331","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"HSPA1A"
"332","regulation of amyloid fibril formation (GO:1905906)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"CLU"
"333","regulation of endothelial cell chemotaxis (GO:2001026)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"HSPB1"
"334","regulation of establishment of protein localization (GO:0070201)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"CTSD"
"335","cellular sodium ion homeostasis (GO:0006883)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"ATP1B3"
"336","regulation of non-canonical Wnt signaling pathway (GO:2000050)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"RSPO3"
"337","regulation of secretion (GO:0051046)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"SGK1"
"338","positive regulation of endothelial cell chemotaxis (GO:2001028)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"HSPB1"
"339","response to ethanol (GO:0045471)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"ADH7"
"340","macrophage migration (GO:1905517)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"CXCL17"
"341","myoblast fusion (GO:0007520)","1/15",0.0724552331756038,0.198801010237588,14.3477633477633,37.6598138369901,"CD81"
"342","regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)","2/89",0.0732536203857354,0.198801010237588,4.6476659629369,12.1481976031779,"SOX2;CTSD"
"343","positive regulation of inflammatory response (GO:0050729)","2/89",0.0732536203857354,0.198801010237588,4.6476659629369,12.1481976031779,"CD81;S100A8"
"344","second-messenger-mediated signaling (GO:0019932)","2/89",0.0732536203857354,0.198801010237588,4.6476659629369,12.1481976031779,"ACKR3;CD36"
"345","transforming growth factor beta receptor signaling pathway (GO:0007179)","2/89",0.0732536203857354,0.198801010237588,4.6476659629369,12.1481976031779,"JUN;FOS"
"346","protein import (GO:0017038)","2/89",0.0732536203857354,0.198801010237588,4.6476659629369,12.1481976031779,"MMP12;CLU"
"347","sodium ion transport (GO:0006814)","2/90",0.0746819496854828,0.202093229840543,4.59461966604824,11.9208181587653,"ATP1B3;SGK1"
"348","toll-like receptor signaling pathway (GO:0002224)","2/91",0.0761192182371278,0.20221661107772,4.54276542077505,11.6996856760182,"CD36;S100A8"
"349","regulation of amyloid-beta clearance (GO:1900221)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"CLU"
"350","cellular response to corticosteroid stimulus (GO:0071384)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"AKR1C3"
"351","negative regulation of release of cytochrome c from mitochondria (GO:0090201)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"CLU"
"352","odontogenesis of dentin-containing tooth (GO:0042475)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"AMTN"
"353","platelet-derived growth factor receptor signaling pathway (GO:0048008)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"PLAT"
"354","positive regulation by host of viral transcription (GO:0043923)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"JUN"
"355","positive regulation of alpha-beta T cell proliferation (GO:0046641)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"CD81"
"356","positive regulation of endothelial cell apoptotic process (GO:2000353)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"AKR1C3"
"357","membrane repolarization (GO:0086009)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"ATP1B3"
"358","motor neuron axon guidance (GO:0008045)","1/16",0.0770964289305897,0.20221661107772,13.3905723905724,34.3159973270839,"EPHA4"
"359","regulation of apoptotic process (GO:0042981)","7/742",0.0783398280811402,0.204905567042314,1.9626216077829,4.99820677102706,"JUN;HSPB1;SGK1;CLU;CTSD;RHOB;HSPA1A"
"360","regulation of epithelial cell proliferation (GO:0050678)","2/93",0.0790200821692443,0.206110714324779,4.44247589145548,11.2752403927723,"SOX2;KRT4"
"361","negative regulation of cell death (GO:0060548)","2/94",0.0804834345723508,0.207940488017861,4.39396628216504,11.0714939664066,"CLU;HSPA1A"
"362","negative regulation of cellular protein metabolic process (GO:0032269)","2/94",0.0804834345723508,0.207940488017861,4.39396628216504,11.0714939664066,"CSTA;PLAT"
"363","regulation of kinase activity (GO:0043549)","2/94",0.0804834345723508,0.207940488017861,4.39396628216504,11.0714939664066,"EPHB6;EPHA4"
"364","regulation of leukocyte migration (GO:0002685)","1/17",0.0817146326715557,0.207940488017861,12.5530303030303,31.4393429542943,"CD81"
"365","regulation of NLRP3 inflammasome complex assembly (GO:1900225)","1/17",0.0817146326715557,0.207940488017861,12.5530303030303,31.4393429542943,"CD36"
"366","establishment of protein localization to endoplasmic reticulum (GO:0072599)","1/17",0.0817146326715557,0.207940488017861,12.5530303030303,31.4393429542943,"ZFAND2A"
"367","regulation of steroid biosynthetic process (GO:0050810)","1/17",0.0817146326715557,0.207940488017861,12.5530303030303,31.4393429542943,"AKR1C3"
"368","reverse cholesterol transport (GO:0043691)","1/17",0.0817146326715557,0.207940488017861,12.5530303030303,31.4393429542943,"CLU"
"369","negative regulation of amyloid-beta formation (GO:1902430)","1/17",0.0817146326715557,0.207940488017861,12.5530303030303,31.4393429542943,"CLU"
"370","adenine nucleotide transport (GO:0051503)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"SLC25A5"
"371","nitric oxide mediated signal transduction (GO:0007263)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"CD36"
"372","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"HSPB1"
"373","fluid transport (GO:0042044)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"AQP3"
"374","release of cytochrome c from mitochondria (GO:0001836)","1/18",0.0863099571505928,0.214678728043903,11.8140225787285,28.9421143066093,"CLU"
