species,COAD,LUAD,LUSC,OtherCR,OtherLung,OtherPancreatic,PAAD,READ,SARC,SCLC,SKCM,THCA
377,Candidatus Planktophila dulcis,0.002,0,0,0,0,0,0,0,0.00578871201157742,0,0,0.00371747211895911
378,Alienimonas californiensis,0.03,0.0191570881226054,0.015748031496063,0,0.0192307692307692,0.0231481481481481,0.0256410256410256,0.0315789473684211,0.0376266280752533,0.0384615384615385,0.0072463768115942,0.0260223048327138
379,Acinetobacter haemolyticus,0.02,0.00383141762452107,0,0.0256410256410256,0.00961538461538462,0,0.0192307692307692,0.0526315789473684,0.00434153400868307,0,0.0144927536231884,0.00743494423791822
380,Peptoniphilus ivorii,0.002,0,0.0078740157480315,0,0.00961538461538462,0.00925925925925926,0.00641025641025641,0.0210526315789474,0.00434153400868307,0,0.0144927536231884,0.00743494423791822
381,Moraxella ovis,0.004,0.00383141762452107,0,0,0,0,0,0,0.00144717800289436,0,0,0
382,Thalassoglobus polymorphus,0.004,0.00383141762452107,0.0078740157480315,0,0.00961538461538462,0.00462962962962963,0.00641025641025641,0,0.0101302460202605,0,0.0144927536231884,0.00371747211895911
383,Symmachiella dynata,0.006,0,0,0,0.00961538461538462,0.00462962962962963,0.0128205128205128,0.0105263157894737,0.00289435600578871,0,0.0072463768115942,0.00185873605947955
384,Streptomyces nigra,0.016,0.0153256704980843,0.0078740157480315,0,0.0192307692307692,0.00462962962962963,0.0192307692307692,0,0.0173661360347323,0,0.0217391304347826,0.0148698884758364
385,Tessaracoccus flavus,0.004,0,0,0,0,0.00462962962962963,0.0128205128205128,0,0.00289435600578871,0,0,0.00371747211895911
386,Streptococcus pantholopis,0.002,0,0,0,0,0,0,0,0,0,0.0072463768115942,0.00185873605947955
387,Candidatus Nanosynbacter lyticus,0.008,0.00383141762452107,0,0,0,0,0,0.0105263157894737,0,0,0.0144927536231884,0
388,Pseudomonas tolaasii,0.004,0,0,0,0,0,0,0,0.00144717800289436,0,0,0.00185873605947955
389,Thermus scotoductus,0.008,0.0268199233716475,0.0236220472440945,0,0.0192307692307692,0.00925925925925926,0.0128205128205128,0.0105263157894737,0.00578871201157742,0.0384615384615385,0.0507246376811594,0.0204460966542751
390,Polystyrenella longa,0.006,0.00383141762452107,0,0,0,0,0,0.0105263157894737,0,0,0,0
391,Coxiella burnetii,0.004,0,0.015748031496063,0.0256410256410256,0,0,0,0,0.00289435600578871,0,0.0072463768115942,0.00185873605947955
392,Micromonospora rifamycinica,0.01,0.0153256704980843,0,0,0.00961538461538462,0.00462962962962963,0.00641025641025641,0.0105263157894737,0.00144717800289436,0,0.0072463768115942,0.00557620817843866
393,Lignipirellula cremea,0.01,0.0268199233716475,0.0236220472440945,0,0,0.0138888888888889,0.0448717948717949,0.0315789473684211,0.0246020260492041,0,0.0072463768115942,0.0130111524163569
394,Stenotrophomonas sp. Pemsol,0.004,0.00383141762452107,0,0,0,0,0,0,0,0.0384615384615385,0,0
395,Orientia tsutsugamushi,0.026,0.0114942528735632,0,0.0256410256410256,0.00961538461538462,0.00925925925925926,0.00641025641025641,0.0105263157894737,0.0144717800289436,0,0.0072463768115942,0.0185873605947955
396,Agarilytica rhodophyticola,0.002,0,0,0,0.00961538461538462,0,0,0,0,0,0,0
397,Candidatus Desulforudis audaxviator,0.006,0,0,0,0,0,0,0,0.00434153400868307,0,0,0
398,Planctopirus ephydatiae,0.002,0.00383141762452107,0,0,0,0,0,0,0,0,0,0.00185873605947955
399,Anatilimnocola aggregata,0.004,0,0,0,0,0,0,0,0,0,0,0
400,Brucella suis,0.002,0,0,0,0,0,0,0.0105263157894737,0.00434153400868307,0,0.0072463768115942,0
401,Urbifossiella limnaea,0.336,0.348659003831418,0.322834645669291,0.384615384615385,0.346153846153846,0.375,0.435897435897436,0.326315789473684,0.360347322720695,0.423076923076923,0.347826086956522,0.310408921933086
402,Bulleidia sp. zg-1006,0.002,0.0114942528735632,0.015748031496063,0,0.00961538461538462,0,0.0128205128205128,0,0.00723589001447178,0,0.0072463768115942,0.00557620817843866
403,Desulfofarcimen acetoxidans,0.002,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
404,Meiothermus taiwanensis,0.002,0,0,0,0,0,0,0.0105263157894737,0,0,0,0
405,Aurantimicrobium photophilum,0.01,0.00766283524904215,0.015748031496063,0.0256410256410256,0.0288461538461538,0.0231481481481481,0.032051282051282,0.0210526315789474,0.0318379160636758,0.0384615384615385,0.0144927536231884,0.0223048327137546
406,Epilithonimonas vandammei,0.006,0,0,0,0,0.00462962962962963,0.0128205128205128,0,0.00434153400868307,0,0.0072463768115942,0.0148698884758364
407,Dysosmobacter welbionis,0.008,0,0,0,0,0,0,0,0,0,0,0
408,Butyricimonas faecalis,0.004,0.00383141762452107,0,0,0,0,0.00641025641025641,0,0,0,0,0
409,Nocardia wallacei,0.01,0.0114942528735632,0,0.0256410256410256,0.0192307692307692,0.0185185185185185,0,0.0105263157894737,0.0144717800289436,0,0.0217391304347826,0.00743494423791822
410,Pelosinus fermentans,0.002,0,0,0,0,0,0,0,0,0,0,0
411,Yersinia frederiksenii,0.002,0.00766283524904215,0,0,0,0,0,0.0105263157894737,0,0,0.0072463768115942,0.00185873605947955
412,Pichia kudriavzevii,0.714,0.796934865900383,0.763779527559055,0.512820512820513,0.807692307692308,0.597222222222222,0.743589743589744,0.768421052631579,0.589001447178003,0.730769230769231,0.847826086956522,0.812267657992565
413,Yersinia rohdei,0.068,0.0842911877394636,0.102362204724409,0.128205128205128,0.105769230769231,0.0601851851851852,0.0512820512820513,0.0631578947368421,0.0347322720694645,0,0.072463768115942,0.0315985130111524
414,Yersinia ruckeri,0.004,0.00383141762452107,0,0,0,0,0,0,0,0,0.0072463768115942,0.00185873605947955
415,Gemella sp. ND 6198,0.026,0,0,0,0,0,0,0.0105263157894737,0,0,0,0
416,Bacteroides fragilis,0.306,0.053639846743295,0.031496062992126,0.256410256410256,0.0192307692307692,0.0277777777777778,0.0705128205128205,0.347368421052632,0.0694645441389291,0.0384615384615385,0.0507246376811594,0.0241635687732342
417,Streptomyces sp. V17-9,0.01,0,0,0,0.0192307692307692,0.00462962962962963,0.00641025641025641,0.0105263157894737,0.00434153400868307,0.0384615384615385,0.0072463768115942,0.00371747211895911
418,Candidatus Desulfovibrio trichonymphae,0.004,0,0,0,0,0,0,0,0,0,0,0
419,Virgibacillus sp. MSP4-1,0.004,0,0,0,0.00961538461538462,0.00462962962962963,0,0,0,0,0,0
420,Phocaeicola vulgatus,0.386,0.053639846743295,0.015748031496063,0.358974358974359,0.0288461538461538,0.0555555555555556,0.0576923076923077,0.389473684210526,0.0767004341534009,0.0384615384615385,0.0652173913043478,0.0315985130111524
421,Parabacteroides distasonis,0.22,0.00383141762452107,0.0078740157480315,0.230769230769231,0,0.00462962962962963,0.00641025641025641,0.231578947368421,0.0246020260492041,0,0.0217391304347826,0.0297397769516729
422,Campylobacter gracilis,0.058,0.00766283524904215,0.0078740157480315,0.102564102564103,0,0.00462962962962963,0.032051282051282,0.0210526315789474,0.0101302460202605,0,0.0072463768115942,0.0111524163568773
423,Sebaldella termitidis,0.004,0,0,0,0,0,0,0,0.00144717800289436,0,0.0072463768115942,0
424,Bacteroides salyersiae,0.046,0.0268199233716475,0.0078740157480315,0,0.00961538461538462,0.00462962962962963,0.032051282051282,0.0526315789473684,0.0188133140376266,0,0.0217391304347826,0.00743494423791822
425,Mycoplasma haemofelis,0.006,0,0,0,0,0,0,0,0.00289435600578871,0,0,0
426,Butyrivibrio fibrisolvens,0.118,0.0114942528735632,0.0078740157480315,0.0256410256410256,0.00961538461538462,0.00462962962962963,0.00641025641025641,0.0631578947368421,0.0115774240231548,0,0.0289855072463768,0.00557620817843866
427,Fibrobacter succinogenes,0.002,0.00383141762452107,0,0,0,0.00462962962962963,0,0,0.00144717800289436,0,0,0.00185873605947955
428,Mycobacterium sp. DL592,0.006,0,0.0078740157480315,0,0,0,0.0128205128205128,0,0.00434153400868307,0,0,0
429,Escherichia marmotae,0.008,0,0,0,0,0,0,0.0105263157894737,0.00289435600578871,0,0,0.00371747211895911
430,Turneriella parva,0.022,0.0344827586206897,0,0,0.0288461538461538,0.037037037037037,0.0384615384615385,0.0526315789473684,0.0680173661360347,0.0384615384615385,0.036231884057971,0.0223048327137546
431,Prevotella ruminicola,0.088,0.0268199233716475,0.015748031496063,0.0256410256410256,0.00961538461538462,0,0.00641025641025641,0.0842105263157895,0.0188133140376266,0.0384615384615385,0.036231884057971,0.0130111524163569
432,Porphyromonas gingivalis,0.06,0.0383141762452107,0.031496062992126,0.0256410256410256,0.00961538461538462,0.0138888888888889,0.0512820512820513,0.0947368421052632,0.0376266280752533,0,0.0217391304347826,0.0204460966542751
433,Comamonas sp. NLF-7-7,0.006,0.00383141762452107,0.0078740157480315,0.0256410256410256,0,0,0,0,0.00289435600578871,0,0.0072463768115942,0.00371747211895911
434,Streptomyces nojiriensis,0.014,0.0153256704980843,0.0078740157480315,0,0.00961538461538462,0.00925925925925926,0.0128205128205128,0.0210526315789474,0.0217076700434153,0.0769230769230769,0.0289855072463768,0.00929368029739777
435,Kineobactrum salinum,0.004,0.00383141762452107,0,0,0,0,0.00641025641025641,0,0.00578871201157742,0,0.0144927536231884,0.00557620817843866
436,Oxalobacter formigenes,0.012,0,0,0,0,0,0,0,0.00434153400868307,0,0.0072463768115942,0.00185873605947955
437,Borrelia crocidurae,0.036,0.0421455938697318,0.031496062992126,0.0256410256410256,0.0288461538461538,0.0324074074074074,0.0512820512820513,0.0421052631578947,0.0303907380607815,0.0769230769230769,0.0217391304347826,0.0297397769516729
438,Pyricularia grisea,0.606,0.298850574712644,0.31496062992126,0.641025641025641,0.25,0.384259259259259,0.275641025641026,0.536842105263158,0.305354558610709,0.269230769230769,0.297101449275362,0.29182156133829
439,Fusobacterium gonidiaformans,0.042,0.0306513409961686,0.015748031496063,0.0512820512820513,0,0.00925925925925926,0.0448717948717949,0.0842105263157895,0.0260492040520984,0,0.0507246376811594,0.0185873605947955
440,Fusobacterium nucleatum,0.416,0.172413793103448,0.173228346456693,0.358974358974359,0.134615384615385,0.12037037037037,0.205128205128205,0.389473684210526,0.14616497829233,0.192307692307692,0.217391304347826,0.0985130111524164
441,Fusobacterium mortiferum,0.036,0.00766283524904215,0,0.0512820512820513,0,0,0.00641025641025641,0.0736842105263158,0.00578871201157742,0.0384615384615385,0.0072463768115942,0
442,Methylomusa anaerophila,0.004,0.00383141762452107,0.0078740157480315,0,0,0,0,0,0.00289435600578871,0,0,0
443,Yarrowia lipolytica,0.22,0.241379310344828,0.275590551181102,0.205128205128205,0.269230769230769,0.171296296296296,0.275641025641026,0.2,0.1794500723589,0.192307692307692,0.268115942028986,0.195167286245353
444,Fusobacterium varium,0.034,0.00383141762452107,0,0.0256410256410256,0,0,0.00641025641025641,0.0421052631578947,0.00289435600578871,0,0.0289855072463768,0.00185873605947955
445,Fusobacterium necrophorum,0.038,0.00383141762452107,0.0078740157480315,0.0256410256410256,0.0192307692307692,0.00925925925925926,0.00641025641025641,0.0315789473684211,0.00578871201157742,0.0384615384615385,0.0144927536231884,0.00371747211895911
446,Pseudomonas sp. ACM7,0.004,0.00383141762452107,0,0,0,0,0,0,0,0,0,0
447,Fusobacterium ulcerans,0.06,0.00766283524904215,0,0.0512820512820513,0.00961538461538462,0,0.00641025641025641,0.0736842105263158,0.00434153400868307,0,0.0072463768115942,0.0241635687732342
448,Fusobacterium periodonticum,0.006,0,0,0.0256410256410256,0,0.00462962962962963,0,0.0315789473684211,0,0,0.0144927536231884,0.00185873605947955
449,Desulfocurvibacter africanus,0.004,0,0,0,0,0,0.00641025641025641,0,0,0,0,0
450,Rhodothermus marinus,0.042,0.053639846743295,0.0078740157480315,0.0256410256410256,0.0480769230769231,0.0509259259259259,0.0192307692307692,0.0736842105263158,0.00578871201157742,0,0.0144927536231884,0.0148698884758364
451,Metabacillus sp. KUDC1714,0.004,0,0,0,0,0,0,0,0.00144717800289436,0,0,0.00743494423791822
452,Desulfovibrio vulgaris,0.014,0.0153256704980843,0.0078740157480315,0,0.0192307692307692,0.00462962962962963,0,0.0105263157894737,0.0101302460202605,0,0.0144927536231884,0.00557620817843866
453,Streptomyces sp. 769,0.002,0.0114942528735632,0,0.0256410256410256,0,0,0.00641025641025641,0.0105263157894737,0.00144717800289436,0,0.0217391304347826,0.00743494423791822
454,Synechococcus sp. CC9902,0.028,0.00383141762452107,0.0078740157480315,0.0256410256410256,0,0,0,0.0210526315789474,0.00289435600578871,0,0.0144927536231884,0
455,Streptomyces sp. NHF165,0.032,0,0.0078740157480315,0.0512820512820513,0,0.0231481481481481,0,0.0526315789473684,0.00289435600578871,0.0384615384615385,0,0
456,Treponema medium,0.042,0.00383141762452107,0.0078740157480315,0,0,0.0138888888888889,0.00641025641025641,0.0315789473684211,0.00723589001447178,0,0,0.00185873605947955
457,Jeotgalicoccus sp. WY2,0.008,0,0.0078740157480315,0,0,0.00462962962962963,0,0.0315789473684211,0.00144717800289436,0,0,0.00743494423791822
458,Catellatospora sp. IY07-71,0.014,0.0114942528735632,0.015748031496063,0,0.0192307692307692,0,0.0192307692307692,0,0.00723589001447178,0,0.0144927536231884,0.00371747211895911
459,Nocardioides daphniae,0.006,0.00383141762452107,0.0078740157480315,0.0256410256410256,0.0192307692307692,0.00925925925925926,0,0,0.00144717800289436,0,0.0144927536231884,0.00371747211895911
460,Pseudomonas sp. StFLB209,0.008,0,0,0,0,0,0,0,0,0,0.0072463768115942,0.00371747211895911
461,Klebsiella quasipneumoniae,0.034,0.0306513409961686,0.062992125984252,0,0.0480769230769231,0.0185185185185185,0.00641025641025641,0.0105263157894737,0.0159189580318379,0.0384615384615385,0.036231884057971,0.0278810408921933
462,Streptomyces luteoverticillatus,0.002,0.00766283524904215,0,0,0,0.00462962962962963,0,0.0105263157894737,0,0,0.0072463768115942,0.00371747211895911
463,Delftia sp. WY8,0.002,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
464,Microbacterium sp. Y-01,0.004,0.00383141762452107,0,0,0,0,0.00641025641025641,0,0,0,0,0.00371747211895911
465,Luteolibacter luteus,0.01,0.00383141762452107,0,0,0,0,0.00641025641025641,0.0210526315789474,0,0.0384615384615385,0.0072463768115942,0.00929368029739777
466,Halomonas meridiana,0.006,0.00383141762452107,0.015748031496063,0,0.00961538461538462,0.00462962962962963,0.00641025641025641,0,0,0,0.0144927536231884,0.00185873605947955
467,Geobacter sp. FeAm09,0.014,0.00383141762452107,0,0,0.0192307692307692,0,0.00641025641025641,0.0105263157894737,0.00144717800289436,0.0384615384615385,0.0144927536231884,0.00557620817843866
468,Megasphaera elsdenii,0.012,0.00383141762452107,0.015748031496063,0,0.00961538461538462,0.00462962962962963,0.032051282051282,0.0105263157894737,0.00723589001447178,0,0.0072463768115942,0.00371747211895911
469,Bartonella birtlesii,0.006,0.00766283524904215,0.015748031496063,0,0.00961538461538462,0.00925925925925926,0,0,0.00144717800289436,0,0.0144927536231884,0.00371747211895911
470,Staphylococcus pasteuri,0.012,0.0268199233716475,0.015748031496063,0.0256410256410256,0.0192307692307692,0.00925925925925926,0.0192307692307692,0.0105263157894737,0.00868306801736614,0,0.0072463768115942,0.0130111524163569
471,Bacillus fonticola,0.008,0,0,0,0,0,0,0,0,0,0,0
472,Choristoneura murinana nucleopolyhedrovirus,0.004,0.0191570881226054,0.0078740157480315,0,0.00961538461538462,0,0.00641025641025641,0.0210526315789474,0.00723589001447178,0,0.0072463768115942,0.00371747211895911
473,Mus musculus mobilized endogenous polytropic provirus,0.014,0.0344827586206897,0.015748031496063,0.0512820512820513,0.0192307692307692,0.037037037037037,0.0128205128205128,0.0210526315789474,0.00868306801736614,0,0.0289855072463768,0.0204460966542751
474,Phocaeicola dorei,0.292,0.0306513409961686,0.0393700787401575,0.230769230769231,0,0.0185185185185185,0.0448717948717949,0.263157894736842,0.0376266280752533,0,0.0289855072463768,0.0483271375464684
475,Gramella sp. MAR_2010_147,0.008,0.00383141762452107,0,0,0.00961538461538462,0.00462962962962963,0,0.0105263157894737,0.00144717800289436,0.0384615384615385,0,0.00371747211895911
476,Microbacterium sp. TPU 3598,0.002,0,0.0078740157480315,0,0,0.00462962962962963,0,0,0.00144717800289436,0,0.0072463768115942,0.00185873605947955
477,Burkholderia ambifaria,0.104,0,0,0.0256410256410256,0,0,0.00641025641025641,0.147368421052632,0,0,0,0
478,Gimesia chilikensis,0.004,0,0.015748031496063,0,0,0,0,0,0.00144717800289436,0,0,0.00557620817843866
479,Clostridium sp. JN-1,0.004,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
480,Actinomyces sp. oral taxon 897,0.004,0.00383141762452107,0,0,0,0.00462962962962963,0,0,0.00289435600578871,0,0.0072463768115942,0
481,Noviherbaspirillum sp. UKPF54,0.008,0.00383141762452107,0,0,0,0,0,0.0105263157894737,0.00289435600578871,0,0.0072463768115942,0.00185873605947955
482,Magnetospirillum sp. ME-1,0.002,0,0,0,0,0,0,0,0.00289435600578871,0,0.0072463768115942,0
483,Streptomyces niveus,0.002,0.00766283524904215,0.0078740157480315,0,0.00961538461538462,0,0,0,0.00289435600578871,0.0769230769230769,0,0.0130111524163569
484,Wolbachia pipientis,0.002,0,0,0,0,0,0,0,0.00434153400868307,0,0,0.00371747211895911
485,Agrobacterium larrymoorei,0.004,0.00766283524904215,0,0,0.00961538461538462,0,0,0.0210526315789474,0.00434153400868307,0,0,0.00371747211895911
486,Ancylobacter pratisalsi,0.008,0.00766283524904215,0.0078740157480315,0.0256410256410256,0.0288461538461538,0.00925925925925926,0.0128205128205128,0,0.00578871201157742,0,0.0144927536231884,0.00557620817843866
487,Bacteriovorax stolpii,0.008,0,0.0078740157480315,0,0,0.00462962962962963,0,0.0105263157894737,0.00723589001447178,0,0.0072463768115942,0.00743494423791822
488,Desulfobulbus oligotrophicus,0.004,0.0153256704980843,0,0,0,0,0,0,0.00434153400868307,0,0.0217391304347826,0.0111524163568773
489,Aspergillus flavus,0.004,0.00383141762452107,0.0078740157480315,0,0.00961538461538462,0,0,0,0.00144717800289436,0,0.0072463768115942,0.00743494423791822
490,Rossellomorea marisflavi,0.016,0.00383141762452107,0,0,0,0.00462962962962963,0.0128205128205128,0.0210526315789474,0.00723589001447178,0,0.0072463768115942,0.00185873605947955
491,Brasilonema sennae,0.016,0.0191570881226054,0.015748031496063,0,0.0384615384615385,0.0185185185185185,0.00641025641025641,0.0210526315789474,0.0217076700434153,0,0.0217391304347826,0.0185873605947955
492,Bacteroides sp. A1C1,0.004,0,0,0,0,0,0,0,0,0,0,0.00185873605947955
493,Aeromonas sp. FDAARGOS 1414,0.002,0.00766283524904215,0,0,0,0,0,0,0,0,0,0.00185873605947955
494,Kutzneria sp. CA-103260,0.12,0.164750957854406,0.118110236220472,0.0512820512820513,0.173076923076923,0.0833333333333333,0.102564102564103,0.115789473684211,0.0419681620839363,0.153846153846154,0.13768115942029,0.0762081784386617
495,Paludibacter propionicigenes,0.004,0,0,0,0,0.00925925925925926,0.00641025641025641,0,0.00578871201157742,0,0,0.00929368029739777
496,Microbacterium sp. A18JL241,0.004,0.00383141762452107,0,0.0256410256410256,0.00961538461538462,0,0,0.0105263157894737,0.00289435600578871,0,0,0.00557620817843866
497,Microbacterium luteum,0.004,0,0.0078740157480315,0,0.00961538461538462,0,0,0,0.00434153400868307,0,0,0
498,Microbacterium atlanticum,0.002,0,0.0078740157480315,0,0,0,0,0,0.00434153400868307,0,0,0.00185873605947955
499,Hyphomicrobium sp. MC1,0.004,0.0306513409961686,0,0.0256410256410256,0.0192307692307692,0.00462962962962963,0.00641025641025641,0,0.0130246020260492,0,0.0144927536231884,0.00557620817843866
500,Microbacterium cremeum,0.002,0,0.0078740157480315,0,0,0,0,0,0.00144717800289436,0,0,0
501,Candidatus Saccharimonas aalborgensis,0.01,0.00766283524904215,0.0078740157480315,0.0256410256410256,0,0.00462962962962963,0.0192307692307692,0.0105263157894737,0.0130246020260492,0,0.0289855072463768,0.00929368029739777
502,Corynebacterium sp. FDAARGOS 1242,0.002,0.00383141762452107,0,0,0.0192307692307692,0,0,0,0.00144717800289436,0,0.0144927536231884,0.00185873605947955
503,Burkholderia sp. PAMC 26561,0.002,0.00383141762452107,0,0,0,0,0,0.0105263157894737,0,0,0,0
504,Streptomyces platensis,0.006,0.00383141762452107,0.015748031496063,0,0.00961538461538462,0.00462962962962963,0.0128205128205128,0,0.00868306801736614,0.0384615384615385,0.0144927536231884,0.00371747211895911
505,Pyrolobus fumarii,0.19,0.18007662835249,0.149606299212598,0.102564102564103,0.182692307692308,0.115740740740741,0.121794871794872,0.189473684210526,0.0795947901591896,0.153846153846154,0.123188405797101,0.0724907063197026
506,Kocuria indica,0.006,0.0114942528735632,0,0,0,0,0.00641025641025641,0,0.00578871201157742,0,0,0.00371747211895911
507,Achromobacter sp. AONIH1,0.006,0.0114942528735632,0,0,0,0.00462962962962963,0,0.0105263157894737,0.00868306801736614,0,0,0.00557620817843866
508,Pseudomonas entomophila,0.022,0.0498084291187739,0.062992125984252,0,0.0576923076923077,0.0185185185185185,0.0128205128205128,0.0736842105263158,0.0231548480463097,0.115384615384615,0.0144927536231884,0.0390334572490706
509,Capnocytophaga sputigena,0.014,0.0383141762452107,0.031496062992126,0,0.0288461538461538,0.0185185185185185,0.0128205128205128,0.0421052631578947,0.00868306801736614,0,0.0289855072463768,0.00743494423791822
510,Altererythrobacter ishigakiensis,0.002,0,0,0,0,0,0,0,0.00144717800289436,0,0,0
511,Burkholderia contaminans,0.03,0,0,0.0256410256410256,0,0,0,0.0210526315789474,0,0,0,0.00371747211895911
512,Caballeronia insecticola,0.004,0.00383141762452107,0.0078740157480315,0,0.00961538461538462,0,0.00641025641025641,0,0.00144717800289436,0,0,0
513,Niabella ginsenosidivorans,0.006,0,0.0078740157480315,0,0,0.0138888888888889,0.00641025641025641,0,0.00578871201157742,0,0,0.0111524163568773
514,Hydrogenophaga sp. PBC,0.022,0.0153256704980843,0.015748031496063,0,0.0192307692307692,0,0.0128205128205128,0,0.0173661360347323,0.0384615384615385,0.0144927536231884,0.0148698884758364
515,Mycolicibacterium litorale,0.044,0.0229885057471264,0.0393700787401575,0.0256410256410256,0.0480769230769231,0.0138888888888889,0.0192307692307692,0.0105263157894737,0.00578871201157742,0,0.0144927536231884,0.0353159851301115
516,Aquisphaera giovannonii,0.014,0.00766283524904215,0,0,0.00961538461538462,0.00462962962962963,0.0256410256410256,0,0.00723589001447178,0.0384615384615385,0.0144927536231884,0.00185873605947955
517,Neurospora crassa,0.716,0.781609195402299,0.763779527559055,0.615384615384615,0.846153846153846,0.555555555555556,0.698717948717949,0.768421052631579,0.574529667149059,0.730769230769231,0.847826086956522,0.78996282527881
518,Mycoavidus cysteinexigens,0.006,0,0,0.0256410256410256,0,0,0,0,0.00144717800289436,0,0,0
519,Chroococcidiopsis thermalis,0.008,0,0,0,0.00961538461538462,0,0.0192307692307692,0.0210526315789474,0.00868306801736614,0,0.0144927536231884,0.00185873605947955
520,Nanchangia anserum,0.002,0,0,0,0,0,0,0,0,0,0,0
521,Acidipropionibacterium virtanenii,0.004,0,0.0078740157480315,0,0.00961538461538462,0,0.0128205128205128,0.0105263157894737,0.00578871201157742,0,0.0072463768115942,0.00929368029739777
522,Hypericibacter adhaerens,0.014,0.0153256704980843,0.047244094488189,0.0256410256410256,0.00961538461538462,0.00925925925925926,0.00641025641025641,0.0105263157894737,0.0173661360347323,0.0384615384615385,0.0144927536231884,0.0297397769516729
523,Rhodobacter capsulatus,0.022,0.0191570881226054,0.0078740157480315,0.0512820512820513,0.0192307692307692,0,0.0256410256410256,0.0315789473684211,0.0231548480463097,0,0.0217391304347826,0.0111524163568773
524,Micavibrio aeruginosavorus,0.004,0,0,0,0,0,0,0.0105263157894737,0,0,0.0144927536231884,0
525,Abiotrophia defectiva,0.006,0,0,0,0,0,0,0,0,0,0.0072463768115942,0
526,Helicobacter cinaedi,0.002,0,0,0,0,0,0.00641025641025641,0,0.00144717800289436,0,0,0.00185873605947955
527,Leifsonia sp. PS1209,0.002,0.00383141762452107,0,0,0.00961538461538462,0.00462962962962963,0,0,0.00434153400868307,0,0.0144927536231884,0.00557620817843866
528,Serratia grimesii,0.15,0.206896551724138,0.173228346456693,0.0512820512820513,0.144230769230769,0.106481481481481,0.147435897435897,0.168421052631579,0.143270622286541,0.192307692307692,0.231884057971014,0.178438661710037
529,Hymenobacter sp. APR13,0.006,0.0191570881226054,0,0.0512820512820513,0,0,0.0128205128205128,0.0105263157894737,0.00289435600578871,0,0.0072463768115942,0.00557620817843866
530,Fuscovulum blasticum,0.01,0.0191570881226054,0,0,0,0.0138888888888889,0.0128205128205128,0.0105263157894737,0.0159189580318379,0,0.0144927536231884,0.00185873605947955
531,Serratia plymuthica,0.008,0.00383141762452107,0.0078740157480315,0,0,0.00462962962962963,0,0,0.00289435600578871,0,0,0.00371747211895911
532,Marinomonas mediterranea,0.002,0.00766283524904215,0,0,0,0.00462962962962963,0,0,0.00289435600578871,0,0.0072463768115942,0
533,Bequatrovirus troll,0.006,0.00383141762452107,0.0078740157480315,0,0,0,0.00641025641025641,0,0,0,0,0.00557620817843866
534,Nocardioides aquaticus,0.006,0.00383141762452107,0.0078740157480315,0,0,0.00925925925925926,0,0,0.00723589001447178,0,0.0072463768115942,0.00371747211895911
535,Comamonas koreensis,0.008,0.00766283524904215,0,0,0.00961538461538462,0.00925925925925926,0.00641025641025641,0.0105263157894737,0.0144717800289436,0,0.0144927536231884,0.00371747211895911
536,Pararhodospirillum photometricum,0.002,0.0114942528735632,0.0078740157480315,0,0.00961538461538462,0.00462962962962963,0,0.0105263157894737,0.00289435600578871,0,0.0072463768115942,0.00743494423791822
537,Burkholderia mallei,0.004,0.0114942528735632,0.0078740157480315,0,0,0,0,0,0.00289435600578871,0,0.0072463768115942,0
538,Thermotoga caldifontis,0.006,0,0,0,0,0,0,0.0105263157894737,0,0,0,0
539,Pseudomonas vancouverensis,0.004,0.00766283524904215,0.0078740157480315,0,0.00961538461538462,0,0,0,0.00723589001447178,0,0,0.00557620817843866
540,Pseudomonas multiresinivorans,0.1,0.00383141762452107,0,0.0769230769230769,0,0.0138888888888889,0.00641025641025641,0.0631578947368421,0.00434153400868307,0,0,0
541,Sphingomonas daechungensis,0.028,0.0689655172413793,0.102362204724409,0,0.0576923076923077,0.00462962962962963,0.0256410256410256,0.0210526315789474,0.00434153400868307,0.0769230769230769,0.036231884057971,0.0278810408921933
542,Shewanella sp. FJAT-53532,0.002,0.00383141762452107,0,0,0.00961538461538462,0.0138888888888889,0,0,0.00868306801736614,0,0.0072463768115942,0.00929368029739777
543,Stutzerimonas balearica,0.002,0,0,0,0,0,0.00641025641025641,0,0.00289435600578871,0,0,0
544,Prosthecochloris aestuarii,0.014,0.00766283524904215,0,0,0.0192307692307692,0.00462962962962963,0,0.0210526315789474,0,0,0,0
545,Mycobacterium noviomagense,0.002,0,0,0,0,0.00462962962962963,0.00641025641025641,0,0.00144717800289436,0,0.0217391304347826,0.00929368029739777
546,Cellulomonas sp. H30R-01,0.008,0,0,0,0,0,0.00641025641025641,0,0.00289435600578871,0,0.0217391304347826,0.00371747211895911
547,Actinomadura verrucosospora,0.022,0.00383141762452107,0,0,0,0.0138888888888889,0.0192307692307692,0.0105263157894737,0.0159189580318379,0.0384615384615385,0.0144927536231884,0.00557620817843866
548,Staphylococcus pseudintermedius,0.018,0.00383141762452107,0,0,0,0.00462962962962963,0.00641025641025641,0,0,0,0,0.00371747211895911
549,Granulicella sp. WH15,0.002,0,0,0,0,0.00462962962962963,0,0.0105263157894737,0,0,0,0.00185873605947955
