"","Term","Overlap","P.value","Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"283","positive regulation of deacetylase activity (GO:0090045)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"VEGFA"
"284","positive regulation of gap junction assembly (GO:1903598)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"CAV1"
"285","hepatocyte differentiation (GO:0070365)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"ANXA1"
"286","intracellular pH elevation (GO:0051454)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"SLC26A6"
"287","positive regulation of plasminogen activation (GO:0010756)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"ENO1"
"288","positive regulation of receptor binding (GO:1900122)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"B2M"
"289","membrane raft assembly (GO:0001765)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"S100A10"
"290","positive regulation of toll-like receptor 3 signaling pathway (GO:0034141)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"CAV1"
"291","type B pancreatic cell proliferation (GO:0044342)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"SERPINB1"
"292","venous blood vessel morphogenesis (GO:0048845)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"VEGFA"
"293","protection from natural killer cell mediated cytotoxicity (GO:0042270)","1/6",0.0296309633944118,0.126742110104712,40.1919191919192,141.432767389918,"HLA-A"
"294","regulation of focal adhesion assembly (GO:0051893)","2/54",0.029925836282038,0.126742110104712,7.78963893249608,27.3341007109313,"S100A10;VEGFA"
"295","regulation of potassium ion transmembrane transport (GO:1901379)","2/54",0.029925836282038,0.126742110104712,7.78963893249608,27.3341007109313,"CAV1;FLNA"
"296","regulation of proteolysis (GO:0030162)","2/54",0.029925836282038,0.126742110104712,7.78963893249608,27.3341007109313,"SERPINB13;CAV1"
"297","positive regulation of leukocyte chemotaxis (GO:0002690)","2/54",0.029925836282038,0.126742110104712,7.78963893249608,27.3341007109313,"CXCL10;VEGFA"
"298","chemokine-mediated signaling pathway (GO:0070098)","2/56",0.0319994177727202,0.126742110104712,7.50037792894936,25.8165826277711,"CXCL10;CCL20"
"299","glycosaminoglycan catabolic process (GO:0006027)","2/56",0.0319994177727202,0.126742110104712,7.50037792894936,25.8165826277711,"SDC4;BGN"
"300","cellular response to peptide (GO:1901653)","2/57",0.0330569224942901,0.126742110104712,7.36363636363636,25.1064969666325,"GJA1;CAV1"
"301","regulation of reactive oxygen species metabolic process (GO:2000377)","2/57",0.0330569224942901,0.126742110104712,7.36363636363636,25.1064969666325,"GADD45A;CYP1B1"
"302","protein localization to cell periphery (GO:1990778)","3/140",0.0331909659721763,0.126742110104712,4.46150951915118,15.193570503725,"CAV1;FLNA;S100A10"
"303","positive regulation of protein binding (GO:0032092)","2/58",0.0341280219187038,0.126742110104712,7.23177842565598,24.4263185896388,"CAV1;B2M"
"304","ammonium transport (GO:0015696)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"RHCG"
"305","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"HLA-A"
"306","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"HLA-A"
"307","regulation of atrial cardiac muscle cell membrane repolarization (GO:0060372)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"FLNA"
"308","regulation of blood-brain barrier permeability (GO:1905603)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"309","negative regulation of membrane protein ectodomain proteolysis (GO:0051045)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"TIMP1"
"310","cellular ion homeostasis (GO:0006873)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"RHCG"
"311","regulation of entry of bacterium into host cell (GO:2000535)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"CAV1"
"312","regulation of extracellular matrix assembly (GO:1901201)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SMAD3"
"313","regulation of histone deacetylase activity (GO:1901725)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"314","negative regulation of type 2 immune response (GO:0002829)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"ANXA1"
"315","chemical homeostasis within a tissue (GO:0048875)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"316","nodal signaling pathway (GO:0038092)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SMAD3"
"317","complement activation, alternative pathway (GO:0006957)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"CFD"
"318","creatine metabolic process (GO:0006600)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SLC6A8"
"319","regulation of metallopeptidase activity (GO:1905048)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"TIMP1"
"320","parallel actin filament bundle assembly (GO:0030046)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"FSCN1"
"321","regulation of prostaglandin biosynthetic process (GO:0031392)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"ANXA1"
"322","polyamine biosynthetic process (GO:0006596)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SAT1"
"323","positive regulation of cardiac epithelial to mesenchymal transition (GO:0062043)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"JAG1"
"324","regulation of T-helper 1 cell differentiation (GO:0045625)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"ANXA1"
"325","gap junction assembly (GO:0016264)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"GJA1"
"326","regulation of transforming growth factor beta2 production (GO:0032909)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SMAD3"
"327","glomerular epithelial cell development (GO:0072310)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"JAG1"
"328","glomerular visceral epithelial cell development (GO:0072015)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"JAG1"
"329","regulation of vascular associated smooth muscle cell apoptotic process (GO:1905459)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SOD2"
"330","positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"CAV1"
"331","response to host defenses (GO:0052200)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"B2M"
"332","positive regulation of integrin-mediated signaling pathway (GO:2001046)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"FLNA"
"333","positive regulation of lymphocyte apoptotic process (GO:0070230)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"IDO1"
"334","intermediate filament bundle assembly (GO:0045110)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"KRT14"
"335","SMAD protein complex assembly (GO:0007183)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SMAD3"
"336","positive regulation of podosome assembly (GO:0071803)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"FSCN1"
"337","surfactant homeostasis (GO:0043129)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"338","positive regulation of trophoblast cell migration (GO:1901165)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"339","positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"ANXA1"
"340","positive regulation of vascular associated smooth muscle cell differentiation (GO:1905065)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"SOD2"
"341","vascular associated smooth muscle cell development (GO:0097084)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"342","positive regulation of vesicle fusion (GO:0031340)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"ANXA1"
"343","vascular wound healing (GO:0061042)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"VEGFA"
"344","modulation by symbiont of host defense response (GO:0052031)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"B2M"
"345","protein localization to basolateral plasma membrane (GO:1903361)","1/7",0.0344842492004147,0.126742110104712,33.4915824915825,112.774618360503,"CAV1"
"346","monocarboxylic acid metabolic process (GO:0032787)","3/143",0.0350136640194194,0.128315971030705,4.36524300441826,14.6323682934029,"LDHA;SLC6A8;SLC16A3"
"347","positive regulation of apoptotic signaling pathway (GO:2001235)","2/59",0.035212556639049,0.12867297353981,7.10454708199069,23.7743191541034,"TNFRSF12A;CAV1"
"348","cellular response to chemokine (GO:1990869)","2/60",0.0363103684614095,0.129348722094332,6.981703026038,23.1488972243337,"CXCL10;CCL20"
"349","response to organic cyclic compound (GO:0014070)","2/60",0.0363103684614095,0.129348722094332,6.981703026038,23.1488972243337,"ANXA1;CYP1B1"
"350","regulation of cytosolic calcium ion concentration (GO:0051480)","3/148",0.0381645668105914,0.129348722094332,4.21365090650551,13.7611423922677,"SMAD3;CAV2;CAV1"
"351","positive regulation of hydrolase activity (GO:0051345)","3/149",0.038811618827442,0.129348722094332,4.18457844937156,13.5958444486809,"CAV2;CCL20;S100A10"
"352","ammonium transmembrane transport (GO:0072488)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"RHCG"
"353","regulation of anion transport (GO:0044070)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CA2"
"354","atrial cardiac muscle cell to AV node cell signaling (GO:0086026)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"GJA1"
"355","regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CAV1"
"356","regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"HLA-A"
"357","negative regulation of phospholipase activity (GO:0010519)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ANXA1"
"358","regulation of dopamine receptor signaling pathway (GO:0060159)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CAV2"
"359","cellular response to angiotensin (GO:1904385)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CA2"
"360","cellular response to UV-B (GO:0071493)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CRIP1"
"361","commissural neuron axon guidance (GO:0071679)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"VEGFA"
"362","coronary vasculature morphogenesis (GO:0060977)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"VEGFA"
"363","cytoplasmic sequestering of NF-kappaB (GO:0007253)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"TMSB4X"
"364","regulation of microvillus organization (GO:0032530)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"FSCN1"
"365","dendritic spine maintenance (GO:0097062)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ITGA3"
"366","regulation of nitric oxide metabolic process (GO:0080164)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CD47"
"367","peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"EGLN3"
"368","regulation of phospholipase A2 activity (GO:0032429)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ANXA1"
"369","regulation of positive chemotaxis (GO:0050926)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"VEGFA"
"370","regulation of response to wounding (GO:1903034)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"TNFRSF12A"
"371","positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"VEGFA"
"372","regulation of T-helper 2 cell differentiation (GO:0045628)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ANXA1"
"373","regulation of toll-like receptor 3 signaling pathway (GO:0034139)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CAV1"
"374","positive regulation of epithelial cell proliferation involved in wound healing (GO:0060054)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"CLDN1"
"375","positive regulation of extracellular matrix disassembly (GO:0090091)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"FSCN1"
"376","positive regulation of leukocyte differentiation (GO:1902107)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"LGALS1"
"377","positive regulation of muscle contraction (GO:0045933)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ENO1"
"378","positive regulation of myeloid cell apoptotic process (GO:0033034)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ANXA1"
"379","skeletal muscle tissue regeneration (GO:0043403)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ANXA1"
"380","spermidine metabolic process (GO:0008216)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"SAT1"
"381","T cell mediated cytotoxicity (GO:0001913)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"HLA-A"
"382","myoblast migration (GO:0051451)","1/8",0.0393135041520565,0.129348722094332,28.7056277056277,92.8967850071638,"ANXA1"
"383","regulation of cytokine production (GO:0001817)","3/150",0.0394642695250037,0.129348722094332,4.15590153587208,13.4333681655865,"ANXA1;CD47;GAPDH"
"384","cellular response to organic cyclic compound (GO:0071407)","3/150",0.0394642695250037,0.129348722094332,4.15590153587208,13.4333681655865,"CYP1B1;TFPI;SLC26A6"
"385","actin cytoskeleton reorganization (GO:0031532)","2/63",0.0396819029137974,0.129348722094332,6.6373369019739,21.4177572290841,"ANXA1;FLNA"
"386","cellular response to reactive oxygen species (GO:0034614)","2/63",0.0396819029137974,0.129348722094332,6.6373369019739,21.4177572290841,"ANXA1;CYP1B1"
"387","COPII vesicle coating (GO:0048208)","2/63",0.0396819029137974,0.129348722094332,6.6373369019739,21.4177572290841,"COL7A1;CD59"
"388","vesicle coating (GO:0006901)","2/63",0.0396819029137974,0.129348722094332,6.6373369019739,21.4177572290841,"COL7A1;CD59"
"389","vesicle targeting, rough ER to cis-Golgi (GO:0048207)","2/63",0.0396819029137974,0.129348722094332,6.6373369019739,21.4177572290841,"COL7A1;CD59"
"390","positive regulation of cell differentiation (GO:0045597)","4/258",0.0405921753078154,0.131320883690417,3.22276902887139,10.3263319295008,"GJA1;SMAD3;RRAS;IGFBP3"
"391","negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)","2/64",0.0408312655246501,0.131320883690417,6.52995391705069,20.8847984924896,"ENO1;SOD2"
"392","regulation of extrinsic apoptotic signaling pathway (GO:2001236)","2/64",0.0408312655246501,0.131320883690417,6.52995391705069,20.8847984924896,"TNFRSF12A;CAV1"
"393","cellular response to type I interferon (GO:0071357)","2/65",0.041993132410768,0.131320883690417,6.42597991577583,20.3719576107223,"IFITM3;HLA-A"
"394","type I interferon signaling pathway (GO:0060337)","2/65",0.041993132410768,0.131320883690417,6.42597991577583,20.3719576107223,"IFITM3;HLA-A"
"395","cell-cell junction assembly (GO:0007043)","2/66",0.043167352566795,0.131320883690417,6.32525510204082,19.8781944931298,"GJA1;FSCN1"
"396","acid secretion (GO:0046717)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"SLC26A6"
"397","negative regulation of exocytosis (GO:0045920)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"ANXA1"
"398","negative regulation of fibrinolysis (GO:0051918)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"THBD"
"399","basement membrane assembly (GO:0070831)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"LAMB3"
"400","regulation of CD8-positive, alpha-beta T cell activation (GO:2001185)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"HLA-A"
"401","regulation of cell adhesion molecule production (GO:0060353)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV1"
"402","negative regulation of lipase activity (GO:0060192)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"ANGPTL4"
"403","regulation of complement-dependent cytotoxicity (GO:1903659)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CD59"
"404","negative regulation of nitric oxide biosynthetic process (GO:0045019)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV1"
"405","negative regulation of nitric oxide metabolic process (GO:1904406)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV1"
"406","regulation of DNA-templated transcription in response to stress (GO:0043620)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"TCIM"
"407","negative regulation of protein activation cascade (GO:2000258)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"TFPI"
"408","regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903069)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV1"
"409","regulation of gap junction assembly (GO:1903596)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV1"
"410","negative regulation of systemic arterial blood pressure (GO:0003085)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"SOD2"
"411","one-carbon compound transport (GO:0019755)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CA2"
"412","regulation of pinocytosis (GO:0048548)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV1"
"413","plasminogen activation (GO:0031639)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"PGK1"
"414","endothelial cell chemotaxis (GO:0035767)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"VEGFA"
"415","regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"TMSB4X"
"416","positive regulation of CD8-positive, alpha-beta T cell activation (GO:2001187)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"HLA-A"
"417","regulation of tumor necrosis factor superfamily cytokine production (GO:1903555)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CD47"
"418","regulation of vesicle fusion (GO:0031338)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"ANXA1"
"419","positive regulation of extracellular matrix assembly (GO:1901203)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"SMAD3"
"420","positive regulation of ligase activity (GO:0051351)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"TMSB4X"
"421","skeletal muscle fiber development (GO:0048741)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"CAV2"
"422","kynurenine metabolic process (GO:0070189)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"IDO1"
"423","positive regulation of protein kinase A signaling (GO:0010739)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"TCIM"
"424","positive regulation of protein kinase C signaling (GO:0090037)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"VEGFA"
"425","positive regulation of smooth muscle cell apoptotic process (GO:0034393)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"SOD2"
"426","mesodermal cell differentiation (GO:0048333)","1/9",0.0441188457824273,0.131320883690417,25.1161616161616,78.3842312444799,"ITGA3"
"427","negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)","2/68",0.0455522545652316,0.134502414115188,6.13296227581942,18.9440774902941,"SMAD3;CAV1"
"428","positive regulation of protein localization to nucleus (GO:1900182)","2/68",0.0455522545652316,0.134502414115188,6.13296227581942,18.9440774902941,"SMAD3;FLNA"
"429","cell chemotaxis (GO:0060326)","2/69",0.0467626402187707,0.134502414115188,6.04112092598233,18.5019639390654,"CCL20;VEGFA"
"430","neutrophil chemotaxis (GO:0030593)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"CXCL10;CCL20"
"431","COPII-coated vesicle budding (GO:0090114)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"COL7A1;CD59"
"432","defense response to Gram-positive bacterium (GO:0050830)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"DEFB1;HLA-A"
"433","regulation of plasma membrane bounded cell projection assembly (GO:0120032)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"CAV1;FSCN1"
"434","positive regulation of cell-substrate adhesion (GO:0010811)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"FLNA;S100A10"
"435","sterol metabolic process (GO:0016125)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"SQLE;CYP1B1"
"436","wound healing (GO:0042060)","2/70",0.0479847867745848,0.134502414115188,5.95198079231693,18.0753994112781,"SMAD3;CLDN1"
"437","negative regulation of cell adhesion mediated by integrin (GO:0033629)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"CYP1B1"
"438","negative regulation of cell-cell adhesion mediated by cadherin (GO:2000048)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"VEGFA"
"439","arachidonate transport (GO:1903963)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"ANXA1"
"440","arachidonic acid secretion (GO:0050482)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"ANXA1"
"441","regulation of axon guidance (GO:1902667)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"VEGFA"
"442","negative regulation of hormone secretion (GO:0046888)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"GJA1"
"443","negative regulation of protein autophosphorylation (GO:0031953)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"CAV1"
"444","negative regulation of receptor binding (GO:1900121)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"B2M"
"445","omega-hydroxylase P450 pathway (GO:0097267)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"CYP1B1"
"446","regulation of podosome assembly (GO:0071801)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"FSCN1"
"447","endothelium development (GO:0003158)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"JAG1"
"448","positive regulation by symbiont of entry into host (GO:0075294)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"LGALS1"
"449","regulation of receptor binding (GO:1900120)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"B2M"
"450","removal of superoxide radicals (GO:0019430)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"SOD2"
"451","renal filtration (GO:0097205)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"ITGA3"
"452","granulocyte migration (GO:0097530)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"ANXA1"
"453","indolalkylamine catabolic process (GO:0046218)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"IDO1"
"454","lactation (GO:0007595)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"VEGFA"
"455","lipid droplet formation (GO:0140042)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"SQLE"
"456","membrane lipid catabolic process (GO:0046466)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"CYP1B1"
"457","positive regulation of T cell apoptotic process (GO:0070234)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"IDO1"
"458","positive regulation of vasculogenesis (GO:2001214)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"RRAS"
"459","positive regulation of viral entry into host cell (GO:0046598)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"LGALS1"
"460","primary miRNA processing (GO:0031053)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"SMAD3"
"461","monocyte activation (GO:0042117)","1/10",0.0489003911418305,0.134502414115188,22.324354657688,67.3742300304506,"MT1G"
"462","protein tetramerization (GO:0051262)","2/71",0.0492185490137595,0.134502414115188,5.86542443064182,17.6636360143545,"SOD2;B2M"
"463","gland development (GO:0048732)","2/71",0.0492185490137595,0.134502414115188,5.86542443064182,17.6636360143545,"ANXA1;CAV1"
"464","myeloid leukocyte differentiation (GO:0002573)","2/71",0.0492185490137595,0.134502414115188,5.86542443064182,17.6636360143545,"MT1G;VEGFA"
"465","response to ionizing radiation (GO:0010212)","2/72",0.0504637828415357,0.136898731509246,5.78134110787172,17.265971584774,"ANXA1;GADD45A"
"466","regulation of MAPK cascade (GO:0043408)","3/166",0.0506578527018358,0.136898731509246,3.7449244197078,11.1698400961331,"RRAS;CAV2;CAV1"
"467","negative regulation of cell adhesion (GO:0007162)","2/73",0.051720345286075,0.136898731509246,5.699626329405,16.8817463030563,"JAG1;CYP1B1"
"468","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)","2/73",0.051720345286075,0.136898731509246,5.699626329405,16.8817463030563,"HLA-A;B2M"
"469","negative regulation of protein binding (GO:0032091)","2/74",0.0529880944930012,0.136898731509246,5.62018140589569,16.5103396024628,"CAV1;B2M"
"470","DNA damage response, signal transduction by p53 class mediator (GO:0030330)","2/74",0.0529880944930012,0.136898731509246,5.62018140589569,16.5103396024628,"GADD45A;NDRG1"
"471","regulation of stress fiber assembly (GO:0051492)","2/74",0.0529880944930012,0.136898731509246,5.62018140589569,16.5103396024628,"CD47;S100A10"
"472","pyrimidine nucleoside catabolic process (GO:0046135)","1/11",0.0536582567508638,0.136898731509246,20.0909090909091,58.7683184218827,"UPP1"
"473","pyrimidine nucleoside salvage (GO:0043097)","1/11",0.0536582567508638,0.136898731509246,20.0909090909091,58.7683184218827,"UPP1"
"474","pyrimidine-containing compound salvage (GO:0008655)","1/11",0.0536582567508638,0.136898731509246,20.0909090909091,58.7683184218827,"UPP1"
"475","angiogenesis involved in wound healing (GO:0060055)","1/11",0.0536582567508638,0.136898731509246,20.0909090909091,58.7683184218827,"VEGFA"
"476","camera-type eye morphogenesis (GO:0048593)","1/11",0.0536582567508638,0.136898731509246,20.0909090909091,58.7683184218827,"VEGFA"
